date,time,devname,srcip,dstip,srcport,dstport,protocol,action,duration,bytes_sent,bytes_received,service,logid,policyid,type,subtype,level,msg
2025-08-05,15:28:56,FG60D-FW01,192.168.1.127,45.33.32.156,47363,3389,6,deny,8,1971,6162,SMB,2247495261,2,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:54:19,FG60D-FW01,192.168.1.236,8.8.8.8,9163,21,6,accept,44,2386,5082,dns,5126346968,5,traffic,forward,notice,DNS query allowed
2025-08-05,14:40:16,FG60D-FW01,192.168.1.108,8.8.8.8,61269,3389,6,accept,56,3182,7341,dns,1765449836,5,traffic,forward,notice,DNS query allowed
2025-08-05,13:58:28,FG60D-FW01,192.168.1.200,203.0.113.7,33197,22,17,deny,19,3834,8687,HTTPS,4986406513,4,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:42:19,FG60D-FW01,192.168.1.129,8.8.8.8,61741,3389,17,accept,40,3295,9825,dns,6976993132,2,traffic,forward,notice,DNS query allowed
2025-08-05,13:46:37,FG60D-FW01,192.168.1.106,45.33.32.156,63483,80,6,deny,58,2438,5474,SMB,2289944426,3,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:42:03,FG60D-FW01,192.168.1.44,8.8.8.8,34192,445,17,accept,53,3344,2957,dns,1847441298,4,traffic,forward,notice,DNS query allowed
2025-08-05,15:42:10,FG60D-FW01,192.168.1.207,104.16.249.249,41109,443,6,accept,23,4349,1262,HTTPS,8396226412,4,traffic,forward,notice,HTTPS connection established
2025-08-05,15:03:54,FG60D-FW01,192.168.1.31,185.199.110.153,56721,21,6,accept,8,1347,2214,HTTP,3541021877,5,traffic,forward,notice,HTTP session allowed
2025-08-05,14:31:32,FG60D-FW01,192.168.1.212,185.199.110.153,24654,80,17,accept,19,794,7033,HTTP,3125097238,0,traffic,forward,notice,HTTP session allowed
2025-08-05,14:40:27,FG60D-FW01,192.168.1.134,45.33.32.156,5696,443,17,deny,49,3465,6835,SMB,1537355125,3,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:16:48,FG60D-FW01,192.168.1.80,8.8.8.8,37899,22,17,accept,56,1992,4223,dns,1261692851,1,traffic,forward,notice,DNS query allowed
2025-08-05,14:15:39,FG60D-FW01,192.168.1.105,198.51.100.23,39057,21,6,deny,17,4717,6034,SMB,1577711076,4,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:59:16,FG60D-FW01,192.168.1.63,104.16.249.249,39453,21,6,accept,8,1348,916,HTTPS,2783046615,1,traffic,forward,notice,HTTPS connection established
2025-08-05,15:18:04,FG60D-FW01,192.168.1.183,10.0.0.255,12254,22,17,accept,24,2823,7937,DHCP,1472669007,3,traffic,forward,notice,DHCP request processed
2025-08-05,14:46:09,FG60D-FW01,192.168.1.95,8.8.8.8,25496,80,17,accept,9,2957,2098,dns,1804875075,5,traffic,forward,notice,DNS query allowed
2025-08-05,15:07:15,FG60D-FW01,192.168.1.216,10.0.0.255,32427,21,6,accept,8,1104,985,DHCP,6658969081,4,traffic,forward,notice,DHCP request processed
2025-08-05,14:47:40,FG60D-FW01,192.168.1.130,104.16.249.249,4297,445,6,accept,12,2580,8911,HTTPS,1368838329,4,traffic,forward,notice,HTTPS connection established
2025-08-05,14:33:06,FG60D-FW01,192.168.1.35,104.16.249.249,41900,22,17,accept,29,2194,9030,HTTPS,2953943536,4,traffic,forward,notice,HTTPS connection established
2025-08-05,15:20:34,FG60D-FW01,192.168.1.119,10.0.0.255,42460,80,17,accept,15,93,7437,DHCP,2731149931,4,traffic,forward,notice,DHCP request processed
2025-08-05,15:03:21,FG60D-FW01,192.168.1.91,8.8.8.8,47883,22,6,accept,1,3749,4533,dns,3148469101,3,traffic,forward,notice,DNS query allowed
2025-08-05,14:09:26,FG60D-FW01,192.168.1.5,10.0.0.255,43174,22,6,accept,31,492,1177,DHCP,2124439702,1,traffic,forward,notice,DHCP request processed
2025-08-05,15:00:22,FG60D-FW01,192.168.1.76,10.0.0.255,56128,3389,6,accept,36,1115,9804,DHCP,3187758339,4,traffic,forward,notice,DHCP request processed
2025-08-05,13:50:25,FG60D-FW01,192.168.1.212,185.199.110.153,8675,443,6,accept,15,4435,3749,HTTP,3575979526,5,traffic,forward,notice,HTTP session allowed
2025-08-05,14:51:21,FG60D-FW01,192.168.1.12,10.0.0.255,62131,80,6,accept,44,722,3224,DHCP,2510195289,1,traffic,forward,notice,DHCP request processed
2025-08-05,14:21:18,FG60D-FW01,192.168.1.40,104.16.249.249,7543,80,17,accept,8,1815,8426,HTTPS,7685126179,4,traffic,forward,notice,HTTPS connection established
2025-08-05,15:44:10,FG60D-FW01,192.168.1.12,185.199.110.153,46737,80,6,accept,20,3613,7455,HTTP,1680201571,2,traffic,forward,notice,HTTP session allowed
2025-08-05,15:09:20,FG60D-FW01,192.168.1.203,185.199.110.153,43649,22,6,accept,41,1164,8133,HTTP,2315465660,5,traffic,forward,notice,HTTP session allowed
2025-08-05,14:51:56,FG60D-FW01,192.168.1.69,185.199.110.153,34159,445,17,accept,7,4907,2126,HTTP,2395017376,0,traffic,forward,notice,HTTP session allowed
2025-08-05,15:14:03,FG60D-FW01,192.168.1.154,185.199.110.153,20393,443,6,accept,43,1615,9963,HTTP,2759942156,2,traffic,forward,notice,HTTP session allowed
2025-08-05,15:41:59,FG60D-FW01,192.168.1.130,104.16.249.249,49266,445,6,accept,16,2493,5407,HTTPS,1988843565,0,traffic,forward,notice,HTTPS connection established
2025-08-05,14:59:48,FG60D-FW01,192.168.1.139,185.220.101.4,48899,3389,17,deny,37,3449,2118,SMB,7859602195,3,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:39:24,FG60D-FW01,192.168.1.170,10.0.0.255,38503,3389,6,accept,11,2363,9122,DHCP,2229283814,0,traffic,forward,notice,DHCP request processed
2025-08-05,13:55:31,FG60D-FW01,192.168.1.50,104.16.249.249,1244,22,6,accept,12,4571,9040,HTTPS,3037115509,3,traffic,forward,notice,HTTPS connection established
2025-08-05,15:14:49,FG60D-FW01,192.168.1.112,185.199.110.153,32392,445,17,accept,42,757,1593,HTTP,6645752336,3,traffic,forward,notice,HTTP session allowed
2025-08-05,14:35:52,FG60D-FW01,192.168.1.222,185.199.110.153,32487,21,6,accept,29,4277,4398,HTTP,1502081915,3,traffic,forward,notice,HTTP session allowed
2025-08-05,13:51:17,FG60D-FW01,192.168.1.138,185.199.110.153,3198,22,17,accept,42,1534,7105,HTTP,2545156086,0,traffic,forward,notice,HTTP session allowed
2025-08-05,15:30:54,FG60D-FW01,192.168.1.95,8.8.8.8,35371,3389,6,accept,57,1955,7050,dns,4586261270,3,traffic,forward,notice,DNS query allowed
2025-08-05,15:19:16,FG60D-FW01,192.168.1.224,185.199.110.153,33414,445,17,accept,30,4516,9883,HTTP,4826498729,1,traffic,forward,notice,HTTP session allowed
2025-08-05,15:29:36,FG60D-FW01,192.168.1.131,8.8.8.8,23687,21,17,accept,44,1075,8654,dns,1092848270,2,traffic,forward,notice,DNS query allowed
2025-08-05,14:40:25,FG60D-FW01,192.168.1.230,104.16.249.249,4358,445,17,accept,16,1948,7496,HTTPS,8471867359,3,traffic,forward,notice,HTTPS connection established
2025-08-05,13:45:15,FG60D-FW01,192.168.1.50,104.16.249.249,35708,53,6,accept,32,1570,3510,HTTPS,3123430458,3,traffic,forward,notice,HTTPS connection established
2025-08-05,14:49:48,FG60D-FW01,192.168.1.173,10.0.0.255,63753,22,17,accept,54,1394,676,DHCP,2829310753,0,traffic,forward,notice,DHCP request processed
2025-08-05,15:28:33,FG60D-FW01,192.168.1.200,10.0.0.255,19807,80,6,accept,5,597,3242,DHCP,3132377407,0,traffic,forward,notice,DHCP request processed
2025-08-05,15:10:34,FG60D-FW01,192.168.1.182,8.8.8.8,6621,21,17,accept,39,3703,3544,dns,1010934728,1,traffic,forward,notice,DNS query allowed
2025-08-05,15:40:59,FG60D-FW01,192.168.1.199,104.16.249.249,55242,445,6,accept,53,2913,4875,HTTPS,2387307883,0,traffic,forward,notice,HTTPS connection established
2025-08-05,15:08:13,FG60D-FW01,192.168.1.244,185.220.101.4,42452,22,6,deny,37,4221,107,SMB,2687974065,1,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,13:51:30,FG60D-FW01,192.168.1.240,104.16.249.249,3933,80,6,accept,35,1015,634,HTTPS,7305171107,5,traffic,forward,notice,HTTPS connection established
2025-08-05,13:53:54,FG60D-FW01,192.168.1.148,10.0.0.255,12442,21,17,accept,17,573,8607,DHCP,1836248302,2,traffic,forward,notice,DHCP request processed
2025-08-05,14:58:34,FG60D-FW01,192.168.1.162,10.0.0.255,50953,53,17,accept,3,2586,4456,DHCP,2316704351,1,traffic,forward,notice,DHCP request processed
2025-08-05,15:16:04,FG60D-FW01,192.168.1.131,185.199.110.153,7622,22,6,accept,14,3586,3659,HTTP,1686189905,3,traffic,forward,notice,HTTP session allowed
2025-08-05,14:43:25,FG60D-FW01,192.168.1.105,10.0.0.255,12521,53,17,accept,60,1264,6130,DHCP,2855947323,2,traffic,forward,notice,DHCP request processed
2025-08-05,15:40:31,FG60D-FW01,192.168.1.179,45.33.32.156,44694,80,17,deny,38,3729,9157,SMB,1940713166,5,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:25:45,FG60D-FW01,192.168.1.46,185.199.110.153,37720,22,6,accept,26,2399,1291,HTTP,2187475301,4,traffic,forward,notice,HTTP session allowed
2025-08-05,15:39:59,FG60D-FW01,192.168.1.24,185.199.110.153,24319,53,17,accept,7,4601,54,HTTP,1144823689,5,traffic,forward,notice,HTTP session allowed
2025-08-05,13:47:40,FG60D-FW01,192.168.1.221,10.0.0.255,8569,443,6,accept,56,174,6260,DHCP,3097730773,1,traffic,forward,notice,DHCP request processed
2025-08-05,15:18:27,FG60D-FW01,192.168.1.243,185.199.110.153,9051,53,6,accept,24,152,9202,HTTP,3383479953,3,traffic,forward,notice,HTTP session allowed
2025-08-05,15:32:25,FG60D-FW01,192.168.1.134,45.33.32.156,23933,443,17,deny,27,208,8550,SMB,9261281248,0,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:22:03,FG60D-FW01,192.168.1.217,104.16.249.249,4728,22,6,accept,19,1728,9320,HTTPS,2820641649,3,traffic,forward,notice,HTTPS connection established
2025-08-05,14:17:57,FG60D-FW01,192.168.1.225,104.16.249.249,17424,22,17,accept,53,1213,8052,HTTPS,2059299860,3,traffic,forward,notice,HTTPS connection established
2025-08-05,14:29:58,FG60D-FW01,192.168.1.230,104.16.249.249,38390,80,6,accept,21,2144,1538,HTTPS,1818516018,1,traffic,forward,notice,HTTPS connection established
2025-08-05,14:38:35,FG60D-FW01,192.168.1.200,8.8.8.8,55966,22,6,accept,14,3809,1360,dns,1202866575,0,traffic,forward,notice,DNS query allowed
2025-08-05,13:51:21,FG60D-FW01,192.168.1.20,8.8.8.8,49453,21,6,accept,43,3080,2366,dns,3958645802,2,traffic,forward,notice,DNS query allowed
2025-08-05,15:10:01,FG60D-FW01,192.168.1.203,104.16.249.249,26936,22,17,accept,35,4910,9977,HTTPS,7418036620,4,traffic,forward,notice,HTTPS connection established
2025-08-05,13:45:24,FG60D-FW01,192.168.1.54,8.8.8.8,38765,445,17,accept,48,4595,9122,dns,7790550538,0,traffic,forward,notice,DNS query allowed
2025-08-05,13:48:49,FG60D-FW01,192.168.1.30,203.0.113.7,18368,445,6,deny,59,3214,4845,HTTPS,2025394533,4,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:45:01,FG60D-FW01,192.168.1.71,203.0.113.7,41401,53,17,deny,43,1997,2931,HTTPS,2164821228,1,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,13:45:10,FG60D-FW01,192.168.1.171,45.33.32.156,51936,53,6,deny,39,3946,6878,SMB,1932528126,1,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:20:38,FG60D-FW01,192.168.1.113,10.0.0.255,37639,21,17,accept,21,2192,848,DHCP,2904822315,5,traffic,forward,notice,DHCP request processed
2025-08-05,15:39:35,FG60D-FW01,192.168.1.223,104.16.249.249,48510,22,6,accept,17,327,8724,HTTPS,2907787216,4,traffic,forward,notice,HTTPS connection established
2025-08-05,14:56:25,FG60D-FW01,192.168.1.59,104.16.249.249,34996,80,17,accept,57,3760,1834,HTTPS,1943721697,2,traffic,forward,notice,HTTPS connection established
2025-08-05,13:53:57,FG60D-FW01,192.168.1.115,45.33.32.156,36585,53,17,deny,17,763,4613,SMB,8877587998,2,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:57:45,FG60D-FW01,192.168.1.43,104.16.249.249,41238,445,6,accept,5,2285,5005,HTTPS,1802775248,2,traffic,forward,notice,HTTPS connection established
2025-08-05,14:37:35,FG60D-FW01,192.168.1.39,10.0.0.255,45273,443,6,accept,6,3474,8807,DHCP,6145950383,0,traffic,forward,notice,DHCP request processed
2025-08-05,15:21:52,FG60D-FW01,192.168.1.41,45.33.32.156,21439,21,6,deny,58,657,3997,SMB,2867418710,5,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:25:09,FG60D-FW01,192.168.1.44,45.33.32.156,42892,22,17,deny,52,2025,2248,SMB,8609432350,5,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:42:37,FG60D-FW01,192.168.1.62,45.33.32.156,63264,22,6,deny,30,3667,7403,SMB,9323083615,1,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:28:08,FG60D-FW01,192.168.1.65,185.199.110.153,34877,22,6,accept,33,3364,2316,HTTP,2105672324,1,traffic,forward,notice,HTTP session allowed
2025-08-05,13:47:33,FG60D-FW01,192.168.1.169,104.16.249.249,53872,445,17,accept,12,2668,9236,HTTPS,5854722136,0,traffic,forward,notice,HTTPS connection established
2025-08-05,15:06:35,FG60D-FW01,192.168.1.89,185.220.101.4,3446,21,6,deny,32,3097,6361,HTTP,1216261331,1,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,15:44:48,FG60D-FW01,192.168.1.99,8.8.8.8,52058,53,17,accept,39,1737,8452,dns,2602563793,2,traffic,forward,notice,DNS query allowed
2025-08-05,14:45:18,FG60D-FW01,192.168.1.124,8.8.8.8,14535,22,17,accept,27,3357,5905,dns,2500596490,5,traffic,forward,notice,DNS query allowed
2025-08-05,13:52:21,FG60D-FW01,192.168.1.70,45.33.32.156,45768,445,6,deny,9,3915,7254,SMB,1765357570,0,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,13:59:52,FG60D-FW01,192.168.1.17,104.16.249.249,14203,22,6,accept,12,2534,212,HTTPS,2745754409,5,traffic,forward,notice,HTTPS connection established
2025-08-05,15:30:41,FG60D-FW01,192.168.1.209,104.16.249.249,30581,80,17,accept,8,2173,9986,HTTPS,3386406190,4,traffic,forward,notice,HTTPS connection established
2025-08-05,14:22:35,FG60D-FW01,192.168.1.53,8.8.8.8,47088,21,6,accept,12,4263,1620,dns,1754389978,3,traffic,forward,notice,DNS query allowed
2025-08-05,15:13:27,FG60D-FW01,192.168.1.125,45.33.32.156,53672,21,6,deny,59,2317,4424,SMB,2538753662,4,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:48:45,FG60D-FW01,192.168.1.124,104.16.249.249,49848,445,6,accept,8,1070,6956,HTTPS,9845872479,2,traffic,forward,notice,HTTPS connection established
2025-08-05,15:11:12,FG60D-FW01,192.168.1.44,185.199.110.153,18464,21,6,accept,52,4957,1943,HTTP,2527984201,0,traffic,forward,notice,HTTP session allowed
2025-08-05,15:11:16,FG60D-FW01,192.168.1.114,10.0.0.255,16870,80,6,accept,13,1825,5003,DHCP,3860589717,5,traffic,forward,notice,DHCP request processed
2025-08-05,14:10:04,FG60D-FW01,192.168.1.110,45.33.32.156,11196,22,6,deny,22,3198,4281,SMB,2042548355,2,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:13:09,FG60D-FW01,192.168.1.41,185.199.110.153,51581,3389,6,accept,46,3042,9989,HTTP,1035968839,4,traffic,forward,notice,HTTP session allowed
2025-08-05,14:11:40,FG60D-FW01,192.168.1.154,104.16.249.249,48951,53,17,accept,23,3179,669,HTTPS,2386761055,1,traffic,forward,notice,HTTPS connection established
2025-08-05,15:13:38,FG60D-FW01,192.168.1.63,185.199.110.153,32767,80,17,accept,0,4132,449,HTTP,8665792180,1,traffic,forward,notice,HTTP session allowed
2025-08-05,14:53:31,FG60D-FW01,192.168.1.156,185.199.110.153,20850,22,17,accept,4,2162,9874,HTTP,1137153493,0,traffic,forward,notice,HTTP session allowed
2025-08-05,14:00:03,FG60D-FW01,192.168.1.44,45.33.32.156,16573,21,6,deny,50,541,5825,SMB,1261466092,0,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:06:45,FG60D-FW01,192.168.1.72,185.199.110.153,3751,53,6,accept,1,4304,9499,HTTP,2816471823,5,traffic,forward,notice,HTTP session allowed
2025-08-05,14:26:40,FG60D-FW01,192.168.1.104,45.33.32.156,22211,22,6,deny,39,4973,8148,SMB,3485442273,4,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:19:28,FG60D-FW01,192.168.1.28,45.33.32.156,59953,3389,6,deny,56,3919,980,SMB,1701108874,1,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:40:38,FG60D-FW01,192.168.1.181,185.199.110.153,21595,53,17,accept,30,2038,8454,HTTP,2799707189,1,traffic,forward,notice,HTTP session allowed
2025-08-05,15:05:25,FG60D-FW01,192.168.1.70,45.33.32.156,53278,53,17,deny,16,1508,2447,SMB,1258225899,0,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:08:20,FG60D-FW01,192.168.1.1,104.16.249.249,54012,3389,6,accept,60,4108,5956,HTTPS,2468620987,0,traffic,forward,notice,HTTPS connection established
2025-08-05,14:58:43,FG60D-FW01,192.168.1.7,45.33.32.156,25345,443,17,deny,16,2970,7088,SMB,2548827548,5,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:19:52,FG60D-FW01,192.168.1.169,203.0.113.7,50594,445,17,deny,16,1882,6250,DHCP,2657326421,4,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,15:10:03,FG60D-FW01,192.168.1.194,185.199.110.153,49688,445,17,accept,8,2115,9160,HTTP,2670892525,1,traffic,forward,notice,HTTP session allowed
2025-08-05,15:17:46,FG60D-FW01,192.168.1.109,45.33.32.156,20507,53,6,deny,3,4098,6281,SMB,1309140842,2,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:32:25,FG60D-FW01,192.168.1.94,10.0.0.255,13216,3389,17,accept,59,1775,5637,DHCP,2529358398,4,traffic,forward,notice,DHCP request processed
2025-08-05,14:17:24,FG60D-FW01,192.168.1.51,45.33.32.156,62396,22,17,deny,9,9,7038,SMB,3315605506,4,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:03:29,FG60D-FW01,192.168.1.106,104.16.249.249,43543,80,6,accept,33,409,9450,HTTPS,2824864888,1,traffic,forward,notice,HTTPS connection established
2025-08-05,15:09:27,FG60D-FW01,192.168.1.173,10.0.0.255,41145,22,6,accept,43,2402,269,DHCP,3227503472,4,traffic,forward,notice,DHCP request processed
2025-08-05,13:47:16,FG60D-FW01,192.168.1.161,185.199.110.153,57618,22,17,accept,16,2056,5778,HTTP,3174119924,4,traffic,forward,notice,HTTP session allowed
2025-08-05,14:03:54,FG60D-FW01,192.168.1.36,10.0.0.255,28084,22,17,accept,50,302,4825,DHCP,1256394735,5,traffic,forward,notice,DHCP request processed
2025-08-05,14:43:57,FG60D-FW01,192.168.1.137,185.199.110.153,15534,22,6,accept,22,4563,8682,HTTP,7550042524,5,traffic,forward,notice,HTTP session allowed
2025-08-05,14:34:59,FG60D-FW01,192.168.1.69,10.0.0.255,57293,22,6,accept,16,43,9061,DHCP,5078288650,3,traffic,forward,notice,DHCP request processed
2025-08-05,15:30:10,FG60D-FW01,192.168.1.172,10.0.0.255,36402,53,17,accept,5,4516,4003,DHCP,2374416166,4,traffic,forward,notice,DHCP request processed
2025-08-05,14:24:50,FG60D-FW01,192.168.1.25,104.16.249.249,50644,445,17,accept,16,3122,7182,HTTPS,2678819457,2,traffic,forward,notice,HTTPS connection established
2025-08-05,14:59:06,FG60D-FW01,192.168.1.104,8.8.8.8,43355,443,6,accept,43,4409,3942,dns,9704035760,0,traffic,forward,notice,DNS query allowed
2025-08-05,14:59:04,FG60D-FW01,192.168.1.69,8.8.8.8,4877,445,6,accept,40,1715,2391,dns,8248855754,2,traffic,forward,notice,DNS query allowed
2025-08-05,14:07:37,FG60D-FW01,192.168.1.200,203.0.113.7,48732,3389,17,deny,57,1649,2855,dns,2817193829,1,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:34:18,FG60D-FW01,192.168.1.177,104.16.249.249,47197,80,17,accept,55,3603,869,HTTPS,1692202036,0,traffic,forward,notice,HTTPS connection established
2025-08-05,14:24:37,FG60D-FW01,192.168.1.156,10.0.0.255,62607,22,6,accept,54,359,6798,DHCP,1914916439,2,traffic,forward,notice,DHCP request processed
2025-08-05,13:55:35,FG60D-FW01,192.168.1.39,104.16.249.249,31782,22,17,accept,24,3866,2380,HTTPS,2077280255,5,traffic,forward,notice,HTTPS connection established
2025-08-05,13:58:32,FG60D-FW01,192.168.1.207,203.0.113.7,19219,21,17,deny,54,842,1140,dns,9916879845,3,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:50:35,FG60D-FW01,192.168.1.62,8.8.8.8,37240,22,17,accept,0,515,7641,dns,2666875371,5,traffic,forward,notice,DNS query allowed
2025-08-05,14:05:03,FG60D-FW01,192.168.1.204,45.33.32.156,42494,21,6,deny,41,2363,5024,SMB,2276062214,1,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:25:41,FG60D-FW01,192.168.1.147,45.33.32.156,32923,445,17,deny,18,736,6065,SMB,5012478530,1,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:48:54,FG60D-FW01,192.168.1.14,8.8.8.8,34838,443,17,accept,46,1721,9023,dns,1445150550,1,traffic,forward,notice,DNS query allowed
2025-08-05,15:27:31,FG60D-FW01,192.168.1.246,104.16.249.249,38825,22,6,accept,60,1671,4599,HTTPS,2450093555,0,traffic,forward,notice,HTTPS connection established
2025-08-05,14:54:12,FG60D-FW01,192.168.1.217,10.0.0.255,36669,21,6,accept,41,2507,1729,DHCP,1064857319,4,traffic,forward,notice,DHCP request processed
2025-08-05,14:06:33,FG60D-FW01,192.168.1.184,185.220.101.4,44567,443,17,deny,21,3673,8805,HTTP,2779171700,1,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,15:01:37,FG60D-FW01,192.168.1.124,104.16.249.249,61143,22,17,accept,50,1159,8378,HTTPS,1780942415,1,traffic,forward,notice,HTTPS connection established
2025-08-05,15:42:55,FG60D-FW01,192.168.1.97,10.0.0.255,5126,22,17,accept,33,3649,1606,DHCP,3052090843,4,traffic,forward,notice,DHCP request processed
2025-08-05,13:57:33,FG60D-FW01,192.168.1.171,198.51.100.23,8669,443,6,deny,59,4882,8167,HTTPS,1544806402,2,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:20:50,FG60D-FW01,192.168.1.235,45.33.32.156,13497,21,6,deny,12,3928,6823,SMB,5894165506,2,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:01:47,FG60D-FW01,192.168.1.48,45.33.32.156,42141,80,6,deny,46,4881,3286,SMB,2865222141,5,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:12:45,FG60D-FW01,192.168.1.219,8.8.8.8,8906,21,17,accept,0,19,2118,dns,2577695047,3,traffic,forward,notice,DNS query allowed
2025-08-05,14:15:23,FG60D-FW01,192.168.1.70,203.0.113.7,42651,3389,17,deny,39,3747,4008,SMB,5596012738,4,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,15:03:21,FG60D-FW01,192.168.1.243,45.33.32.156,63093,21,6,deny,32,2468,5198,SMB,3279374708,2,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,15:32:04,FG60D-FW01,192.168.1.161,198.51.100.23,34371,80,6,deny,46,3283,9674,HTTPS,3178301442,2,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:21:00,FG60D-FW01,192.168.1.126,185.199.110.153,37018,21,17,accept,58,469,4879,HTTP,7339755118,0,traffic,forward,notice,HTTP session allowed
2025-08-05,15:17:20,FG60D-FW01,192.168.1.44,185.199.110.153,6738,53,17,accept,27,2921,400,HTTP,3302573739,4,traffic,forward,notice,HTTP session allowed
2025-08-05,14:46:04,FG60D-FW01,192.168.1.231,104.16.249.249,32426,445,6,accept,30,1620,3379,HTTPS,8694109429,4,traffic,forward,notice,HTTPS connection established
2025-08-05,15:33:23,FG60D-FW01,192.168.1.38,10.0.0.255,41910,21,6,accept,51,4129,6949,DHCP,6924769652,2,traffic,forward,notice,DHCP request processed
2025-08-05,13:50:53,FG60D-FW01,192.168.1.213,10.0.0.255,20249,80,17,accept,11,2240,9752,DHCP,1141482789,0,traffic,forward,notice,DHCP request processed
2025-08-05,15:04:06,FG60D-FW01,192.168.1.29,45.33.32.156,26478,53,17,deny,44,1128,327,SMB,1957443518,1,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:21:50,FG60D-FW01,192.168.1.39,8.8.8.8,47938,22,17,accept,55,4265,7917,dns,2376033831,4,traffic,forward,notice,DNS query allowed
2025-08-05,14:29:29,FG60D-FW01,192.168.1.104,8.8.8.8,65053,443,17,accept,25,112,1509,dns,5077382224,0,traffic,forward,notice,DNS query allowed
2025-08-05,15:33:30,FG60D-FW01,192.168.1.148,203.0.113.7,53508,53,6,deny,8,3698,522,dns,1021746304,4,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,15:19:54,FG60D-FW01,192.168.1.12,185.199.110.153,61501,21,6,accept,47,993,2703,HTTP,2730394046,5,traffic,forward,notice,HTTP session allowed
2025-08-05,13:54:00,FG60D-FW01,192.168.1.194,8.8.8.8,19074,3389,6,accept,2,3860,3655,dns,1477088053,5,traffic,forward,notice,DNS query allowed
2025-08-05,15:26:01,FG60D-FW01,192.168.1.47,185.220.101.4,55854,53,6,deny,14,4062,7334,HTTP,5855574434,1,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:15:32,FG60D-FW01,192.168.1.66,45.33.32.156,13964,53,17,deny,7,4786,8924,SMB,5484135196,2,utm,webfilter,warning,Access to restricted site blocked
2025-08-05,14:31:46,FG60D-FW01,192.168.1.30,185.220.101.4,8446,22,17,deny,17,1695,9066,dns,1932833705,4,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,15:11:56,FG60D-FW01,192.168.1.254,104.16.249.249,7325,53,17,accept,5,3922,7177,HTTPS,1233605300,4,traffic,forward,notice,HTTPS connection established
2025-08-05,15:29:36,FG60D-FW01,192.168.1.72,203.0.113.7,21511,445,6,deny,58,448,6488,dns,2435576673,3,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,15:14:41,FG60D-FW01,192.168.1.69,185.199.110.153,33584,80,17,accept,55,3682,7829,HTTP,2357264736,2,traffic,forward,notice,HTTP session allowed
2025-08-05,14:11:17,FG60D-FW01,192.168.1.163,203.0.113.7,43384,443,6,deny,41,2671,9316,SMB,2213956060,5,utm,anomaly,alert,Suspicious traffic blocked
2025-08-05,14:26:44,FG60D-FW01,192.168.1.29,104.16.249.249,55745,21,6,accept,12,570,3185,HTTPS,1950014279,0,traffic,forward,notice,HTTPS connection established
2025-08-05,13:58:21,FG60D-FW01,192.168.1.111,45.33.32.156,44694,3389,6,deny,20,3496,4787,SMB,1462014351,3,utm,webfilter,warning,Access to restricted site blocked
